Company,Public Or Private,Country,Industry,Description,Website,Employees (Estimate),Region,Sdg 1: Aligned,Sdg 1: Misaligned,Sdg 2: Aligned,Sdg 2: Misaligned,Sdg 3: Aligned,Sdg 3: Misaligned,Sdg 4: Aligned,Sdg 4: Misaligned,Sdg 5: Aligned,Sdg 5: Misaligned,Sdg 6: Aligned,Sdg 6: Misaligned,Sdg 7: Aligned,Sdg 7: Misaligned,Sdg 8: Aligned,Sdg 8: Misaligned,Sdg 9: Aligned,Sdg 9: Misaligned,Sdg 10: Aligned,Sdg 10: Misaligned,Sdg 11: Aligned,Sdg 11: Misaligned,Sdg 12: Aligned,Sdg 12: Misaligned,Sdg 13: Aligned,Sdg 13: Misaligned,Sdg 14: Aligned,Sdg 14: Misaligned,Sdg 15: Aligned,Sdg 15: Misaligned,B Corp,Company Size,Culture Score,Capacity Score,Conduct Score,Collaboration Score,Oracle Score,Revenue (M),Member Of Business In The Community Uk,Member Full Abpi,Net Impact Ratio,B Corp Community Impact Score,B Corp Assessment Score
Vegetarian Express Ltd,Private,United Kingdom,Consumer Goods,"Vegetarian Express Ltd is on a mission to fill your plate with plant-based goodness. They’re foodies who love the adventure of delivering new tastes to your dishes with the most vibrant, exciting and tasty ingredients you can find. And do it in a way that’s better for everyone, the planet and your business.",vegexp.co.uk,50-249,Great Britain & Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,20.62024841,31.5050394,50,42.81879317,,,,,24.24969988,40.00967586
Goodkind Co,Private,USA,Consumer Goods,"Fragrance reimagined. Elevate every moment with PHLUR's responsibly sourced, sustainably crafted fragrances. Seen in Allure, Cool Hunting, Forbes and more.",goodkindco.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,19.75778775,32.37204078,50,42.81947428,,,,,21.48859544,39.28398645
"Quality Bicycle Products, General Benefit Corporation",Private,USA,Consumer Goods,"Quality Bicycle Products and its compelling proprietary brands Salsa Cycles*, Surly Bikes*, All-City Cycles*, 45NRTH*, Teravail*, MSW* and Whisky Parts Co.* aspire to get every butt on a bike in order to create meaningful benefits for individuals, businesses, communities and the world. 

Guided by its core values—Act with Integrity; Be a True Partner; Create Something Special; Deliver Greatness; and Keep the Customer First—the company strives to be an extraordinary business partner and employer, for the purpose of advancing bike communities and the bicycle industry so everyone can win. 

From developing its own innovative bicycle and accessory brands, to distributing a comprehensive portfolio of top industry brands, to sparking advocacy efforts that increase ridership, Quality Bicycle Products is the common thread that weaves together retailers, suppliers, industry partners, and riders. Its distribution centers in Minnesota, Pennsylvania, Nevada, Colorado, Vancouver, and Toronto serve a network of more than 5,000 independent retailers. 


* These subsidiaries and/or brands have been reviewed and independently meet the performance requirement for certification and therefore are allowed to use the Certified B Corp logo and other associated Intellectual Property.",www.qbp.com,250-999,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Small,50,22.46795425,29.6776676,50,42.82184328,,,,,18.84753902,39.91291727
Delafruit S.L.U,Private,Spain,"Agriculture, Fishing, Forestry","We are a food processing company with our headquarters in Tarragona in Spain since 2007, specialising in the development and manufacture of purees, smoothies and juices in pouch, bottle and cup formats, for private label brands and distributors. We work with our clients in the manufacture of their private label products by participating in the entire value chain of the finished product – sourcing raw materials, design, packaging, production and logistics. We have the most advanced food processing technologies which allow us to offer the highest quality products.",www.delafruit.com,250-999,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Small,50,20.78393771,31.36682966,50,42.82261511,,,,,12.60504202,38.75181422
Cropster,Private,Austria,Technology,"Cropster connects coffee professionals worldwide, from farmers at origin to people in cafes and everyone in between in over 90 countries. Their mission is to make key business information easy to collect, access and analyze, so everyone wins. They help people focus on core processes related to quality, consistency, planning, traceability and resource management at every stage of production. Cropster wants to empower stakeholders and their partners up and down the supply chain through shared expertise and information. They believe affordable technology can be used by everyone in real time to increase fairness for all players in the market and that doing so will result in a better, more sustainable cup for consumers. In summary, Cropster’s mission is to help create better, fairer and more sustainable coffee for everyone.",www.cropster.com,50-249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,27.11741444,25.06651908,50,42.82759003,,,,,20.6482593,39.81615868
Tribe 9 Foods,Private,USA,Consumer Goods,"Tribe 9 creates delicious, nourishing, and functional food to improve the lives of others. They take a collaborative approach to their relationships, knowing that when their customers succeed, they succeed.",tribe9foods.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,23.77209874,28.43988573,50,42.83179767,,,,,25.81032413,38.84857281
CORPORACIÓN ALIMENTARIA PEÑASANTA S.A ( CAPSA FOOD),Private,Spain,Consumer Goods,"CAPSA FOOD (Central Lechera Asturiana, Larsa, ATO, 39ytu, Vega de Oro, Asana and Innova Food Ingredients) is the leading company in the Spanish dairy market that has 6 production centers distributed throughout the Spanish geography giving direct employment to more than 1,300 people with an international presence in more than 40 countries.

In 2020 they became part of the B Corp movement and was recognized in 2017 as the company with the best reputation in Spain according to the REPTRAK study by the Reputation Institute. In addition, CAPSA FOOD is the first Spanish food company with the 500+ European Seal of Excellence granted by the European Foundation for Quality Management (EFQM) and the Management Excellence Club (CEG), which implies that it is a well-run company and a “role model” at the national level. In its commitment to comprehensive sustainability, CAPSA FOOD works with the purpose of; ""Give the livestock partner a future, offering natural products and solutions that improve people's health and quality of life in a SUSTAINABLE ENVIRONMENT"", supporting the primary sector and the rural world, promoting health through nutrition and habits of healthy life, protecting the natural environment and being the exemplary employer that is since its foundation.",www.capsafood.com,1000+,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Medium,50,23.58630531,28.62962274,50,42.83238921,,,,,29.65186074,40.05805515
Nedlin,Private,Netherlands The,Business Services,"Nedlin is a company that is fully dedicated to providing laundry services. Their ambition is to continuously improve every day, driven by the belief that it is not only possible but also necessary. Nedlin aims to create a better experience for their customers, prioritize the well-being of their employees, and contribute to a healthier environment.",www.nedlin.com,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,21.29005315,30.99112149,50,42.84217619,,,,,14.88595438,40.68698597
Naïo Technologies,Private,France,"Agriculture, Fishing, Forestry","World leader in agricultural robotics (Vegetables and Vines).

Naïo Technologies develops, builds, and markets intelligent, autonomous systems dedicated to agricultural applications. 

The business was founded in 2011 by Aymeric Barthes and Gaetan Severac, two engineers and passionates about developing technologies that could help transition to a more sustainable agriculture with fully electric and lighter weight robots that help farmers around the world focus on higher value jobs, reduce physical pain, and bring a solution to labour shortages.",https://www.naio-technologies.com/,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,21.7112085,30.58140319,50,42.84389175,,,,,14.04561825,39.33236575
Vital Proteins LLC,Private,USA,Consumer Goods,"Vital Proteins provides premium collagen-based products that seamlessly fit into people’s lives to help them move, look and feel their best. Founded in 2013, they’ve grown to be the leader in collagen by championing transparency, quality and clean ingredients. Today, Vital Proteins can be found in mass retailers, grocery stores, chain drug stores and natural food markets in more than 32 international markets. Vital Proteins is anchored in the simple belief that Wellness is Vital, and is committed to evolving the industry to drive deeper inclusion, a better environmental footprint and increased access to nutrition knowledge.",www.vitalproteins.com,250-999,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Small,50,23.05518474,29.31257666,50,42.85516421,,,,,20.04801921,38.99371069
East Fork Pottery LLC,Private,USA,Consumer Goods,"East Fork designs, manufactures, and sells thoughtful, durable ceramic dishware in Asheville, North Carolina. Trained in formal ceramic apprenticeships, our founders hands spent thousands of hours in clay, making hundreds of the same form at a time and building an intimate familiarity between maker and material. Today our team is almost 100 and growing. We make our pots with dynamic, iron-rich clays dug from the American South East and colored with glazes formulated and mixed in-house.",eastfork.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,23.73025017,28.75604227,50,42.87294387,,,,,18.36734694,38.80019352
OMAL S.p.A,Private,Italy,Consumer Goods,"Omal S.p.A designs and produces valves and actuators for fluid control in processing industries. Since 1981 their products have been manufactured entirely in Italy, offering more efficient (- 30% activation energy required) and durable solutions.",www.omal.it,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,21.31892061,31.38393586,50,42.90542847,,,,,25.93037215,51.62070634
Palladium Equity Partners,Private,USA,Financial Services and Banking,"Palladium is a New York-based private equity firm focused on making investments in middle market companies in the U.S. across four specific sectors: consumer, healthcare, industrials, and services. We are uniquely differentiated from other funds in the U.S. due to our distinct competitive advantage sourcing U.S. Hispanic businesses (a growing segment within the US economy) , as well as our track record, and the incorporation of sustainability practices in all of our investments as additional tools for value creation.",www.palladiumequity.com,50-249,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,27.08679939,25.6331511,50,42.90799257,,,,,18.96758703,39.13884857
Fratelli Guzzini S.p.A.,Private,Italy,Consumer Goods,"Fratelli Guzzini, Creative Italian manufacturing, was established in 1912 and has been a leading manufacturer of daily use plastic designer items for the home for more than a hundred years. Products that have always fulfilled their functions beautifully: the inseparable combination of style and practicality has made Guzzini’s offering recognisable and distinctive, with the aid of the top Italian and international designers who have designed the various ranges. The Fratelli Guzzini company history reveals impressive credentials in the areas of ethics, social responsibility and innovation so in 2018 it is launching the “Circle/ Re-use don’t waste” programme, in which the process regenerates post-consumer recycled materials, recovered from plastic packaging waste and in 2022 the company introduces high-performance bio-circular materials, obtained from waste and plant biomass residues, into the home. Alternative solutions to the use of virgin or fossil plastic, for a more ethical, socially responsible economy. Research into design and function, the trialling of constantly new materials, skilfully combined, the respect for the environment and the courage to be constantly innovative, make Guzzini one of the symbols of the Made in Italy in the world.",www.fratelliguzzini.com,50-249,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Micro,50,20.25579372,32.48530909,50,42.91116542,,,,,18.24729892,39.96129657
